Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2014-03-20,529.89,532.67,527.35,528.7,7442800.0,0.0,1.0,70.85346617355,71.225189806686,70.513833789318,70.694347064402,52099600.0
2014-03-21,531.93,533.75,526.33,532.87,13358800.0,0.0,1.0,71.126241789233,71.369600426753,70.377445981477,71.251932514106,93511600.0
2014-03-24,538.42,540.5,535.06,539.19,12703600.0,0.0,1.0,71.994042645007,72.272166802174,71.544765160353,72.097002068574,88925200.0
2014-03-25,541.5,545.75,539.59,544.99,10081900.0,0.0,1.0,72.405880339273,72.974162871945,72.150487483413,72.87254058375,70573300.0
2014-03-26,546.52,549.0,538.86,539.78,10706000.0,0.0,1.0,73.077122295511,73.408731867518,72.052876601331,72.175893055462,74942000.0
2014-03-27,540.015,541.5,535.1201,537.46,7929700.0,0.0,1.0,72.20731573668,72.405880339273,71.552801343933,71.865677649392,55507900.0
2014-03-28,538.32,538.9399,534.25,536.86,7163000.0,0.0,1.0,71.980671291297,72.063560312945,71.436457195303,71.785449527132,50141000.0
2014-03-31,539.23,540.81,535.93,536.74,6023900.0,0.0,1.0,72.102350610058,72.313617998674,71.66109593763,71.76940390268,42167300.0
2014-04-01,537.76,541.87,536.77,541.65,7170000.0,0.0,1.0,71.905791710522,72.455354348,71.773415308793,72.425937369838,50190000.0
2014-04-02,542.38,543.48,540.26,542.55,6443600.0,0.0,1.0,72.52354825192,72.67063314273,72.24007555327,72.546279553227,45105200.0
2014-04-03,541.39,542.5,537.64,538.79,5798000.0,0.0,1.0,72.391171850192,72.539593876372,71.88974608607,72.043516653734,40586000.0
2014-04-04,539.81,540.0,530.58,531.82,9830400.0,0.0,1.0,72.179904461575,72.205310033624,70.945728514149,71.111533300152,68812800.0
2014-04-07,528.02,530.9,521.89,523.47,10351800.0,0.0,1.0,70.603421859174,70.98851684602,69.783757876756,69.995025265373,72462600.0
2014-04-08,525.19,526.12,518.7001,523.44,8710300.0,0.0,1.0,70.225012549183,70.349366138686,69.357225064763,69.99101385926,60972100.0
2014-04-09,522.64,530.49,522.02,530.32,7363200.0,0.0,1.0,69.88404302958,70.93369429581,69.801140636579,70.910962994503,51542400.0
2014-04-10,530.68,532.24,523.17,523.48,8559000.0,0.0,1.0,70.959099867858,71.167692985733,69.954911204243,69.996362400744,59913000.0
2014-04-11,519.0,522.83,517.14,519.61,9704200.0,0.0,1.0,69.397325754539,69.909448601629,69.148618575534,69.478891012169,67929400.0
2014-04-14,521.9,522.16,517.21,521.68,7345500.0,0.0,1.0,69.785095012127,69.819860531772,69.157978523131,69.755678033965,51418500.0
2014-04-15,520.27,521.64,511.33,517.9599,9517500.0,0.0,1.0,69.567141946655,69.750329492481,68.371742924987,69.258250304602,66622500.0
2014-04-16,518.05,521.09,514.1354,519.01,7670200.0,0.0,1.0,69.270297894294,69.676787047076,68.746862881965,69.39866288991,53691400.0
2014-04-17,520.0,527.76,519.2,524.94,10154800.0,0.0,1.0,69.531039291638,70.568656339529,69.424068461958,70.191584164908,71083600.0
2014-04-21,525.34,532.14,523.96,531.17,6519600.0,0.0,1.0,70.245069579748,71.154321632023,70.060544898551,71.024619501037,45637200.0
2014-04-22,528.31,531.826,526.501,531.699,7234400.0,0.0,1.0,70.642198784933,71.112335581374,70.40031099632,71.095353962163,50640800.0
2014-04-23,529.06,531.13,524.45,524.75,14105000.0,0.0,1.0,70.742483937758,71.019270959553,70.12606453173,70.16617859286,98735000.0
2014-04-24,568.21,570.0,560.73,567.77,27139700.0,0.0,1.0,75.977368915195,76.216716146603,74.977191657693,75.918534958872,189977900.0
2014-04-25,564.53,571.99,563.96,571.94,13938400.0,0.0,1.0,75.48530309867,76.482806085431,75.409086382523,76.476120408576,97568800.0
2014-04-28,572.8,595.75,572.55,594.09,23910200.0,0.0,1.0,76.591114050481,79.65983972691,76.557685666206,79.437875255325,167371400.0
2014-04-29,593.74,595.98,589.51,592.33,12049200.0,0.0,1.0,79.391075517341,79.690593840443,78.825467255411,79.202539430031,84344400.0
2014-04-30,592.64,599.43,589.8,590.09,16308600.0,0.0,1.0,79.243990626531,80.151905543436,78.864244181169,78.903021106928,114160200.0
2014-05-01,592.0,594.8,586.36,591.48,8716000.0,0.0,1.0,79.158413962788,79.532811866666,78.404269613548,79.088882923496,61012000.0
2014-05-02,592.34,594.2,589.71,592.58,6839800.0,0.0,1.0,79.203876565402,79.452583744406,78.85220996283,79.235967814305,47878600.0
2014-05-05,590.14,601.0,590.0,600.96,10252400.0,0.0,1.0,78.909706783783,80.361835796682,78.890986888589,80.356487255198,71766800.0
2014-05-06,601.8,604.4099,594.41,594.41,13377300.0,0.0,1.0,80.468806626361,80.817785586836,79.480663587197,79.480663587197,93641100.0
2014-05-07,595.25,597.29,587.73,592.33,10102300.0,0.0,1.0,79.592982958361,79.865758574043,78.587457159374,79.202539430031,70716100.0
2014-05-08,588.25,594.41,586.4,587.99,8224900.0,3.29,1.0,79.09710026039,79.925384387214,78.848346098925,79.062140216076,57574300.0
2014-05-09,584.54,586.25,580.33,585.5425,10414200.0,0.0,1.0,78.598247320371,78.82817684259,78.032163525903,78.733045183544,72899400.0
2014-05-12,587.49,593.66,587.4,592.83,7614600.0,0.0,1.0,78.994909361626,79.824538105539,78.982807807825,79.712934887152,53302200.0
2014-05-13,592.0,594.54,590.7,593.76,5704900.0,0.0,1.0,79.601331668765,79.942864409371,79.426531447195,79.837984276429,39934300.0
2014-05-14,592.43,597.4,591.74,593.87,5943000.0,0.0,1.0,79.659150203592,80.327424896825,79.566371624451,79.852775064408,41601000.0
2014-05-15,594.7,596.6,588.04,588.82,8244500.0,0.0,1.0,79.964378282795,80.219855529705,79.068863301521,79.173743434463,57711500.0
2014-05-16,588.63,597.53,585.4,597.51,9866300.0,0.0,1.0,79.148195709772,80.344904918982,78.713884390025,80.342215684804,69064100.0
2014-05-19,597.85,607.33,597.33,604.59,11348400.0,0.0,1.0,80.38793266583,81.662629666201,80.318012577202,81.294204583815,79438800.0
2014-05-20,604.51,606.4,600.73,604.71,8387000.0,0.0,1.0,81.283447647103,81.537580276924,80.775182387462,81.310339988883,58709000.0
2014-05-21,603.83,606.7,602.06,606.31,7030700.0,0.0,1.0,81.192013685051,81.577918789594,80.954016460298,81.525478723123,49214900.0
2014-05-22,606.6,609.85,604.1,607.27,7170000.0,0.0,1.0,81.564472618704,82.001473172629,81.228318346454,81.654561963667,50190000.0
2014-05-23,607.25,614.7293,606.47,614.13,8293200.0,0.0,1.0,81.651872729489,82.657552188864,81.546992596547,82.576969286721,58052400.0
2014-05-27,615.88,625.86,615.63,625.63,12459500.0,0.0,1.0,82.812277277296,84.154205132117,82.778661850071,84.12327893907,87216500.0
2014-05-28,626.02,629.83,623.78,624.01,11267200.0,0.0,1.0,84.175719005541,84.68801811645,83.874524777605,83.905450970652,78870400.0
2014-05-29,627.85,636.87,627.77,635.38,13445500.0,0.0,1.0,84.421783932828,85.634628547105,84.411026996116,85.434280600844,94118500.0
2014-05-30,637.98,644.17,628.9,633.0,20143600.0,0.0,1.0,85.783881043984,86.616199022075,84.562968727173,85.114261733663,141005200.0
2014-06-02,633.96,634.83,622.5,628.65,13191100.0,0.0,1.0,85.243344974207,85.36032666095,83.702413790213,84.529353299948,92337700.0
2014-06-03,628.46,638.74,628.25,637.54,10453900.0,0.0,1.0,84.503805575257,85.886071942748,84.475568616388,85.724717892068,73177300.0
2014-06-04,637.44,647.89,636.11,644.82,11981500.0,0.0,1.0,85.711271721178,87.116396579183,85.532437648341,86.70359913286,83870500.0
2014-06-05,646.2,649.3699,642.61,647.35,10850200.0,0.0,1.0,86.889156291142,87.315386462184,86.406438756191,87.043787256377,75951400.0
2014-06-06,649.9,651.26,644.47,645.57,12497800.0,0.0,1.0,87.386664614072,87.569532538176,86.656537534745,86.804445414535,87484600.0
2014-06-09,92.7,93.88,91.75,93.7,75414997.0,0.0,7.0,87.252202905172,88.362856620685,86.358032540987,88.193434867471,75414997.0
2014-06-10,94.73,95.05,93.57,94.25,62777000.0,0.0,1.0,89.16290378864,89.464098016576,88.071074712372,88.711112446736,62777000.0
2014-06-11,94.13,94.76,93.47,93.86,45681000.0,0.0,1.0,88.59816461126,89.191140747509,87.976951516142,88.344031981439,45681000.0
2014-06-12,94.04,94.12,91.9,92.29,54749000.0,0.0,1.0,88.513453734653,88.588752291637,86.499217335332,86.866297800629,54749000.0
2014-06-13,92.2,92.44,90.88,91.28,54525000.0,0.0,1.0,86.781586924022,87.007482594974,85.539160733786,85.915653518706,54525000.0
2014-06-16,91.51,92.75,91.45,92.2,35561000.0,0.0,1.0,86.132136870035,87.299264503287,86.075662952297,86.781586924022,35561000.0
2014-06-17,92.31,92.7,91.8,92.08,29726000.0,0.0,1.0,86.885122439875,87.252202905172,86.405094139102,86.668639088546,29726000.0
2014-06-18,92.27,92.29,91.35,92.18,33514000.0,0.0,1.0,86.847473161383,86.866297800629,85.981539756067,86.762762284776,33514000.0
2014-06-19,92.29,92.3,91.3389,91.86,35528000.0,0.0,1.0,86.866297800629,86.875710120252,85.971092081286,86.46156805684,35528000.0
2014-06-20,91.85,92.55,90.9,90.91,100898000.0,0.0,1.0,86.452155737217,87.111018110827,85.557985373032,85.567397692655,100898000.0
2014-06-23,91.32,91.62,90.6,90.83,43694000.0,0.0,1.0,85.953302797198,86.235672385888,85.275615784343,85.492099135671,43694000.0
2014-06-24,90.75,91.74,90.19,90.28,39036000.0,0.0,1.0,85.416800578687,86.348620221364,84.8897106798,84.974421556407,39036000.0
2014-06-25,90.21,90.7,89.65,90.36,36869000.0,0.0,1.0,84.908535319046,85.369738980573,84.381445420158,85.049720113391,36869000.0
2014-06-26,90.37,91.05,89.8,90.9,32629000.0,0.0,1.0,85.059132433014,85.699170167377,84.522630214503,85.557985373032,32629000.0
2014-06-27,90.82,92.0,90.77,91.98,64029000.0,0.0,1.0,85.482686816048,86.593340531562,85.435625217933,86.574515892316,64029000.0
2014-06-30,92.1,93.725,92.09,92.93,49589000.0,0.0,1.0,86.687463727792,88.216965666529,86.678051408169,87.468686256501,49589000.0
2014-07-01,93.52,94.07,93.13,93.52,38223000.0,0.0,1.0,88.024013114257,88.541690693522,87.656932648961,88.024013114257,38223000.0
2014-07-02,93.865,94.06,93.09,93.48,28465000.0,0.0,1.0,88.348738141251,88.532278373899,87.619283370469,87.986363835765,28465000.0
2014-07-03,93.67,94.1,93.2,94.03,22891800.0,0.0,1.0,88.165197908602,88.569927652391,87.722818886321,88.50404141503,22891800.0
2014-07-07,94.14,95.99,94.1,95.968,56468000.0,0.0,1.0,88.607576930883,90.348856061137,88.569927652391,90.328148957967,56468000.0
2014-07-08,96.27,96.8,93.92,95.35,65222000.0,0.0,1.0,90.612401010581,91.1112539506,88.400505899177,89.746467605266,65222000.0
2014-07-09,95.44,95.95,94.76,95.39,36436000.0,0.0,1.0,89.831178481873,90.311206782645,89.191140747509,89.784116883758,36436000.0
2014-07-10,93.76,95.55,93.52,95.035,39686000.0,0.0,1.0,88.249908785209,89.934713997726,88.024013114257,89.449979537141,39686000.0
2014-07-11,95.36,95.89,94.8625,95.22,34018000.0,0.0,1.0,89.755879924889,90.254732864907,89.287617023645,89.624107450167,34018000.0
2014-07-14,95.86,96.89,95.65,96.45,42810000.0,0.0,1.0,90.226495906038,91.195964827207,90.028837193955,90.781822763795,42810000.0
2014-07-15,96.8,96.85,95.03,95.32,45477900.0,0.0,1.0,91.1112539506,91.158315548715,89.44527337733,89.718230646397,45477900.0
2014-07-16,96.97,97.1,94.74,94.78,53502000.0,0.0,1.0,91.271263384191,91.39362353929,89.172316108263,89.209965386755,53502000.0
2014-07-17,95.03,95.279,92.57,93.0899,57298000.0,0.0,1.0,89.44527337733,89.679640135942,87.129842750073,87.619189247272,57298000.0
2014-07-18,93.62,94.74,93.02,94.43,49988000.0,0.0,1.0,88.118136310487,89.172316108263,87.553397133108,88.88053419995,49988000.0
2014-07-21,94.99,95.0,93.72,93.939,39079000.0,0.0,1.0,89.407624098838,89.417036418461,88.212259506717,88.418389306461,39079000.0
2014-07-22,94.68,94.89,94.12,94.72,55197000.0,0.0,1.0,89.115842190525,89.313500902608,88.588752291637,89.153491469017,55197000.0
2014-07-23,95.42,97.88,95.17,97.19,92918000.0,0.0,1.0,89.812353842627,92.127784469884,89.577045852052,91.478334415897,92918000.0
2014-07-24,97.035,97.32,96.42,97.03,45729000.0,0.0,1.0,91.33244346174,91.600694570996,90.753585804926,91.327737301929,45729000.0
2014-07-25,96.85,97.84,96.64,97.671,43469000.0,0.0,1.0,91.158315548715,92.090135191392,90.960656836632,91.931066989763,43469000.0
2014-07-28,97.82,99.24,97.55,99.02,55318000.0,0.0,1.0,92.071310552146,93.407859938611,91.817177922325,93.200788906905,55318000.0
2014-07-29,99.33,99.44,98.25,98.38,43143000.0,0.0,1.0,93.492570815218,93.596106331071,92.476040295934,92.598400451033,43143000.0
2014-07-30,98.44,98.7,97.67,98.15,33010000.0,0.0,1.0,92.654874368771,92.899594678969,91.930125757801,92.381917099704,33010000.0
2014-07-31,97.16,97.45,95.33,95.6,56843000.0,0.0,1.0,91.450097457028,91.723054726095,89.72764296602,89.98177559584,56843000.0
2014-08-01,94.9,96.62,94.81,96.13,48511000.0,0.0,1.0,89.322913222231,90.941832197386,89.238202345624,90.480628535859,48511000.0
2014-08-04,96.37,96.58,95.17,95.59,39958000.0,0.0,1.0,90.706524206811,90.904182918894,89.577045852052,89.972363276217,39958000.0
2014-08-05,95.36,95.68,94.36,95.12,55933000.0,0.0,1.0,89.755879924889,90.057074152824,88.814647962589,89.529984253937,55933000.0
2014-08-06,94.75,95.48,94.71,94.96,38558000.0,0.0,1.0,89.181728427886,89.868827760365,89.144079149394,89.379387139969,38558000.0
2014-08-07,94.93,95.95,94.1,94.48,46711000.0,0.47,1.0,89.795636216082,90.760468713084,89.010527419502,89.369974820346,46711000.0
2014-08-08,94.26,94.82,93.28,94.74,41865000.0,0.0,1.0,89.161873693541,89.69158565268,88.234877765049,89.61591251566,41865000.0
2014-08-11,95.27,96.08,94.8355,95.99,36585000.0,0.0,1.0,90.117247048416,90.883437560741,89.706247322977,90.798305281594,36585000.0
2014-08-12,96.04,96.88,95.61,95.97,33795000.0,0.0,1.0,90.845600992231,91.640168930939,90.43885788075,90.779386997339,33795000.0
2014-08-13,96.15,97.24,96.04,97.24,31916000.0,0.0,1.0,90.949651555633,91.980698047528,90.845600992231,91.980698047528,31916000.0
2014-08-14,97.33,97.57,96.8,97.5,28116000.0,0.0,1.0,92.065830326675,92.292849737734,91.564495793919,92.226635742842,28116000.0
2014-08-15,97.9,98.19,96.86,97.98,48951000.0,0.0,1.0,92.605001427941,92.879316549637,91.621250646684,92.680674564961,48951000.0
2014-08-18,98.49,99.37,97.98,99.16,47572000.0,0.0,1.0,93.163090813462,93.995495320679,92.680674564961,93.796853336002,47572000.0
2014-08-19,99.41,100.68,99.32,100.53,69274700.0,0.0,1.0,94.033331889189,95.234642939378,93.948199610042,95.092755807466,69274700.0
2014-08-20,100.44,101.09,99.95,100.57,52612800.0,0.0,1.0,95.007623528318,95.622467766604,94.544125564072,95.130592375976,52612800.0
2014-08-21,100.57,100.94,100.11,100.58,33421900.0,0.0,1.0,95.130592375976,95.480580634692,94.695471838112,95.140051518103,33421900.0
2014-08-22,100.29,101.47,100.19,101.32,44102400.0,0.0,1.0,94.865736396406,95.981915167448,94.771144975132,95.840028035536,44102400.0
2014-08-25,101.79,102.17,101.28,101.54,40144700.0,0.0,1.0,96.284607715527,96.644055116371,95.802191467026,96.04812916234,40144700.0
2014-08-26,101.42,101.5,100.86,100.889,33119800.0,0.0,1.0,95.934619456811,96.01029259383,95.404907497672,95.432339009842,33119800.0
2014-08-27,101.02,102.57,100.7,102.13,46827400.0,0.0,1.0,95.556253771712,97.02242080147,95.253561223633,96.606218547861,46827400.0
2014-08-28,101.59,102.78,101.56,102.25,68389800.0,0.0,1.0,96.095424872978,97.221062786147,96.067047446595,96.719728253391,68389800.0
2014-08-29,102.86,102.9,102.2,102.5,44567000.0,0.0,1.0,97.296735923166,97.334572491676,96.672432542753,96.956206806577,44567000.0
2014-09-02,103.06,103.74,102.72,103.3,53491400.0,0.0,1.0,97.485918765716,98.129140430384,97.164307933382,97.712938176775,53491400.0
2014-09-03,103.1,103.2,98.58,98.94,125233100.0,0.0,1.0,97.523755334226,97.6183467555,93.248223092609,93.588752209198,125233100.0
2014-09-04,98.85,100.09,97.79,98.12,85594800.0,0.0,1.0,93.503619930051,94.676553553857,92.500950864539,92.813102554745,85594800.0
2014-09-05,98.8,99.39,98.31,98.97,58353200.0,0.0,1.0,93.456324219413,94.014413604934,92.992826255167,93.61712963558,58353200.0
2014-09-08,99.3,99.31,98.05,98.36,46277800.0,0.0,1.0,93.929281325787,93.938740467914,92.746888559853,93.040121965804,46277800.0
2014-09-09,99.08,103.08,96.14,97.99,189560600.0,0.0,1.0,93.721180198982,97.504837049971,90.940192413506,92.690133707088,189560600.0
2014-09-10,98.01,101.11,97.76,101.0,100741900.0,0.0,1.0,92.709051991343,95.641386050859,92.472573438156,95.537335487457,100741900.0
2014-09-11,100.41,101.44,99.62,101.43,62353100.0,0.0,1.0,94.979246101936,95.953537741066,94.231973873866,95.944078598938,62353100.0
2014-09-12,101.21,102.19,101.08,101.66,62626100.0,0.0,1.0,95.735977472134,96.662973400626,95.613008624477,96.16163886787,62626100.0
2014-09-15,102.81,103.05,101.44,101.63,61216500.0,0.0,1.0,97.249440212529,97.476459623588,95.953537741066,96.133261441487,61216500.0
2014-09-16,99.8,101.26,98.89,100.86,66818200.0,0.0,1.0,94.40223843216,95.783273182771,93.54145649856,95.404907497672,66818200.0
2014-09-17,101.27,101.8,100.5922,101.58,60892400.0,0.0,1.0,95.792732324899,96.294066857654,95.151591671499,96.08596573085,60892400.0
2014-09-18,101.93,102.35,101.56,101.79,37023900.0,0.0,1.0,96.417035705312,96.814319674665,96.067047446595,96.284607715527,37023900.0
2014-09-19,102.29,102.35,100.88,100.96,70838500.0,0.0,1.0,96.757564821901,96.814319674665,95.423825781927,95.499498918947,70838500.0
2014-09-22,101.8,102.14,100.58,101.06,52722000.0,0.0,1.0,96.294066857654,96.615677689989,95.140051518103,95.594090340222,52722000.0
2014-09-23,100.6,102.94,100.54,102.64,63347200.0,0.0,1.0,95.158969802358,97.372409060186,95.102214949593,97.088634796362,63347200.0
2014-09-24,102.16,102.85,101.2,101.75,59725174.0,0.0,1.0,96.634595974243,97.287276781039,95.726518330006,96.246771147017,59725174.0
2014-09-25,100.51,100.71,97.72,97.87,99565849.0,0.0,1.0,95.073837523211,95.26302036576,92.434736869646,92.576624001558,99565849.0
2014-09-26,98.53,100.75,98.4,100.75,62370501.0,0.0,1.0,93.200927381971,95.30085693427,93.077958534314,95.30085693427,62370501.0
2014-09-29,98.65,100.435,98.63,100.11,49766312.0,0.0,1.0,93.314437087501,95.002893957255,93.295518803246,94.695471838112,49766312.0
2014-09-30,100.81,101.54,100.53,100.75,55264139.0,0.0,1.0,95.357611787035,96.04812916234,95.092755807466,95.30085693427,55264139.0
2014-10-01,100.59,100.69,98.7,99.18,51491286.0,0.0,1.0,95.149510660231,95.244102081505,93.361732798139,93.815771620257,51491286.0
2014-10-02,99.27,100.22,98.04,99.9,47757828.0,0.0,1.0,93.900903899404,94.799522401514,92.737429417725,94.496829853435,47757828.0
2014-10-03,99.44,100.21,99.04,99.62,43469585.0,0.0,1.0,94.061709315571,94.790063259387,93.683343630473,94.231973873866,43469585.0
2014-10-06,99.95,100.65,99.42,99.62,37051182.0,0.0,1.0,94.544125564072,95.206265512995,94.042791031316,94.231973873866,37051182.0
2014-10-07,99.43,100.12,98.73,98.75,42094183.0,0.0,1.0,94.052250173444,94.704930980239,93.390110224521,93.409028508776,42094183.0
2014-10-08,98.76,101.11,98.31,100.8,57404674.0,0.0,1.0,93.418487650903,95.641386050859,92.992826255167,95.348152644907,57404674.0
2014-10-09,101.54,102.38,100.61,101.02,77376525.0,0.0,1.0,96.04812916234,96.842697101048,95.168428944485,95.556253771712,77376525.0
2014-10-10,100.69,102.03,100.3,100.73,66331592.0,0.0,1.0,95.244102081505,96.511627126586,94.875195538534,95.281938650015,66331592.0
2014-10-13,101.33,101.78,99.81,99.81,53583368.0,0.0,1.0,95.849487177663,96.2751485734,94.411697574288,94.411697574288,53583368.0
2014-10-14,100.39,100.52,98.57,98.75,63688562.0,0.0,1.0,94.960327817681,95.083296665338,93.238763950481,93.409028508776,63688562.0
2014-10-15,97.97,99.15,95.18,97.54,100933600.0,0.0,1.0,92.671215422833,93.787394193875,90.032114769269,92.264472311352,100933600.0
2014-10-16,95.55,97.72,95.41,96.26,72154523.0,0.0,1.0,90.382103027985,92.434736869646,90.249675038201,91.053702119036,72154523.0
2014-10-17,97.5,99.0,96.81,97.67,68179688.0,0.0,1.0,92.226635742842,93.645507061963,91.573954936046,92.387441159009,68179688.0
2014-10-20,98.315,99.96,98.22,99.76,77517279.0,0.0,1.0,92.997555826231,94.5535847062,92.90769397602,94.36440186365,77517279.0
2014-10-21,103.02,103.02,101.27,102.47,94623904.0,0.0,1.0,97.448082197206,97.448082197206,95.792732324899,96.927829380195,94623904.0
2014-10-22,102.84,104.11,102.6,102.99,68263146.0,0.0,1.0,97.277817638911,98.4791286891,97.050798227852,97.419704770824,68263146.0
2014-10-23,104.08,105.051,103.63,104.83,71074674.0,0.0,1.0,98.450751262718,99.369233963295,98.025089866982,99.160186922278,71074674.0
2014-10-24,105.18,105.49,104.53,105.22,47053916.0,0.0,1.0,99.49125689674,99.784490302691,98.876412658454,99.52909346525,47053916.0
2014-10-27,104.85,105.48,104.7,105.11,34187701.0,0.0,1.0,99.179105206533,99.775031160564,99.037218074621,99.425042901847,34187701.0
2014-10-28,105.4,106.74,105.35,106.74,48060949.0,0.0,1.0,99.699358023544,100.96688306863,99.652062312907,100.96688306863,48060949.0
2014-10-29,106.65,107.37,106.36,107.34,52687879.0,0.0,1.0,100.88175078948,101.56280902266,100.60743566778,101.53443159627,52687879.0
2014-10-30,106.959,107.35,105.9,106.98,40654793.0,0.0,1.0,101.17403828122,101.5438907384,100.17231512992,101.19390247968,40654793.0
2014-10-31,108.01,108.04,107.21,108.0,44639285.0,0.0,1.0,102.16819411881,102.1965715452,101.41146274862,102.15873497669,44639285.0
2014-11-03,108.22,110.3,108.01,109.4,52282550.0,0.0,1.0,102.36683610349,104.334337666,102.16819411881,103.48301487453,52282550.0
2014-11-04,109.36,109.49,107.72,108.6,41574365.0,0.0,1.0,103.44517830602,103.56814715368,101.89387899712,102.72628350433,41574365.0
2014-11-05,109.1,109.3,108.125,108.86,37435905.0,0.0,1.0,103.19924061071,103.38842345326,102.27697425328,102.97222119965,37435905.0
2014-11-06,108.6,108.79,107.8,108.7,34968457.0,0.47,1.0,103.17045418738,103.350954982,102.41045084162,103.2654546056,34968457.0
2014-11-07,108.75,109.32,108.55,109.01,33691535.0,0.0,1.0,103.31295481471,103.85445719857,103.12295397827,103.55995590208,33691535.0
2014-11-10,109.02,109.33,108.67,108.83,27195547.0,0.0,1.0,103.56945594391,103.86395724039,103.23695448013,103.38895514929,27195547.0
2014-11-11,108.7,109.75,108.4,109.7,27442252.0,0.0,1.0,103.2654546056,104.26295899692,102.98045335094,104.2154587878,27442252.0
2014-11-12,109.38,111.43,109.37,111.25,46942431.0,0.0,1.0,103.9114574495,105.85896602302,103.90195740768,105.68796527022,46942431.0
2014-11-13,111.8,113.45,111.6,112.82,59522855.0,0.0,1.0,106.21046757043,107.77797447107,106.02046673399,107.17947183628,59522855.0
2014-11-14,113.15,114.19,113.05,114.18,44063595.0,0.0,1.0,107.49297321641,108.4809775659,107.39797279819,108.47147752408,44063595.0
2014-11-17,114.27,117.28,113.3,113.99,46746712.0,0.0,1.0,108.55697790048,111.41649048891,107.63547384374,108.29097672946,46746712.0
2014-11-18,113.94,115.69,113.89,115.47,44223978.0,0.0,1.0,108.24347652035,109.90598383921,108.19597631124,109.69698291912,44223978.0
2014-11-19,115.44,115.74,113.8,114.67,41869160.0,0.0,1.0,109.66848279366,109.95348404832,108.11047593484,108.93697957336,41869160.0
2014-11-20,114.91,116.86,114.85,116.31,43395537.0,0.0,1.0,109.16498057709,111.01748873239,109.10798032616,110.49498643217,43395537.0
2014-11-21,117.51,117.57,116.03,116.47,57179298.0,0.0,1.0,111.63499145082,111.69199170175,110.22898526116,110.64698710133,57179298.0
2014-11-24,116.85,118.77,116.62,118.625,47450824.0,0.0,1.0,111.00798869057,112.8319967204,110.78948772866,112.69424611398,47450824.0
2014-11-25,119.07,119.75,117.45,117.6,68840440.0,0.0,1.0,113.11699797506,113.76300081896,111.57799119989,111.72049182722,68840440.0
2014-11-26,117.94,119.1,117.83,119.0,40831886.0,0.0,1.0,112.04349324917,113.14549810052,111.93899278913,113.0504976823,40831886.0
2014-11-28,119.27,119.4,118.05,118.93,24814402.0,0.0,1.0,113.3069988115,113.43049935519,112.14799370921,112.98399738955,24814402.0
2014-12-01,118.81,119.25,111.27,115.07,83814037.0,0.0,1.0,112.86999688769,113.28799872786,105.70696535387,109.31698124624,83814037.0
2014-12-02,113.5,115.75,112.75,114.63,59348940.0,0.0,1.0,107.82547468018,109.96298409014,107.11297154353,108.89897940607,59348940.0
2014-12-03,115.75,116.35,115.11,115.93,43063440.0,0.0,1.0,109.96298409014,110.53298659946,109.35498141353,110.13398484294,43063440.0
2014-12-04,115.77,117.2,115.29,115.49,42155776.0,0.0,1.0,109.98198417378,111.34049015434,109.52598216633,109.71598300277,42155776.0
2014-12-05,115.99,116.08,114.64,115.0,38318895.0,0.0,1.0,110.19098509387,110.27648547027,108.90847944789,109.25048095349,38318895.0
2014-12-08,114.1,114.648,111.62,112.4,57664850.0,0.0,1.0,108.3954771895,108.91607948135,106.03946681764,106.78047007976,57664850.0
2014-12-09,110.19,114.3,109.35,114.12,60208036.0,0.0,1.0,104.68096083708,108.58547802594,103.88295732403,108.41447727315,60208036.0
2014-12-10,114.41,114.85,111.54,111.95,44565318.0,0.0,1.0,108.68997848599,109.10798032616,105.96346648306,106.35296819776,44565318.0
2014-12-11,112.26,113.8,111.34,111.62,41471578.0,0.0,1.0,106.64746949425,108.11047593484,105.77346564662,106.03946681764,41471578.0
2014-12-12,110.46,111.87,109.58,109.73,56028138.0,0.0,1.0,104.93746196628,106.27696786319,104.10145828594,104.24395891327,56028138.0
2014-12-15,110.7,111.6,106.35,108.225,67218082.0,0.0,1.0,105.16546297001,106.02046673399,101.03294477742,102.81420261905,67218082.0
2014-12-16,106.37,110.16,106.26,106.745,60790733.0,0.0,1.0,101.05194486106,104.65246071162,100.94744440102,101.40819642939,60790733.0
2014-12-17,107.12,109.84,106.82,109.41,53411773.0,0.0,1.0,101.76444799772,104.34845937331,101.47944674306,103.93995757497,53411773.0
2014-12-18,111.87,112.65,110.66,112.65,59006218.0,0.0,1.0,106.27696786319,107.01797112531,105.12746280272,107.01797112531,59006218.0
2014-12-19,112.26,113.24,111.66,111.78,88429770.0,0.0,1.0,106.64746949425,107.57847359281,106.07746698493,106.19146748679,88429770.0
2014-12-22,112.16,113.49,111.97,112.94,45167549.0,0.0,1.0,106.55246907603,107.81597463836,106.37196828141,107.29347233815,45167549.0
2014-12-23,113.23,113.33,112.46,112.54,26028419.0,0.0,1.0,107.56897355099,107.66397396921,106.83747033069,106.91347066526,26028419.0
2014-12-24,112.58,112.71,112.01,112.01,14479611.0,0.0,1.0,106.95147083255,107.07497137624,106.4099684487,106.4099684487,14479611.0
2014-12-26,112.1,114.52,112.01,113.99,33720951.0,0.0,1.0,106.4954688251,108.79447894603,106.4099684487,108.29097672946,33720951.0
